Cell_mean_intensity,Nuclei_mean_intensity,Cyto_mean_intensity,Marker,Location,Id
725.8477714819791,1277.5785244704164,551.7040424223793,p-AKT,1,15
376.7023774753198,509.1938154370587,334.8838764217645,phospho-B-catenin,1,15
124.91944622933583,132.45702459215974,122.54034737165694,RNF 43,1,15
711.9615047607921,1166.6138300462626,568.4588072548416,AKT,1,15
370.395350195689,518.5958120282445,323.61858284660315,p-mTOR,1,15
121.0728430398972,137.60262965668372,115.85551798339993,mTOR,1,15
636.3379282500865,1717.8203448275863,419.1126194763818,Cyclin E,1,16
423.3328526935056,842.8258620689655,339.07397146419174,EMMPRIN,1,16
134.86030684046602,160.91758620689654,129.62647181050008,Wnt1,1,16
665.488233937017,2264.461034482759,344.32040448815627,Non-phospho-B-catenin,1,16
625.9802168646903,960.638275862069,558.7611857598006,APC,1,16
133.58513092628908,152.95275862068965,129.69497160271507,DKK1,1,16
528.8881070481025,1743.3137931034482,284.9599667543981,DKK2,1,16
396.58328526935054,687.0606896551724,338.2383294085053,AXIN1,1,16
312.5017303033799,519.7865517241379,270.86674054578197,Cyclin D1,1,16
326.14309608951436,960.9389655172414,198.63873112619476,p-AKT,1,16
217.12902295535818,402.22137931034484,179.95158609225655,phospho-B-catenin,1,16
108.00917060791325,120.84275862068965,105.43143094611442,RNF 43,1,16
251.71098165878416,714.748275862069,158.7058456849979,AKT,1,16
193.08686122966893,376.02862068965516,156.34139077434548,p-mTOR,1,16
106.17839427846349,123.52241379310345,102.69469455603269,mTOR,1,16
891.7268545140886,1608.8303988501616,630.8852437589858,Cyclin E,1,17
694.6334100057504,1070.1404958677685,558.0452228466867,EMMPRIN,1,17
202.9039677975848,266.20625224577793,179.87818585805778,Wnt1,1,17
1396.9447958596895,2487.2601509162773,1000.3498889034113,Non-phospho-B-catenin,1,17
943.0746597661491,1303.0280273086598,812.1440334596784,APC,1,17
168.1800843396588,187.06288178224938,161.31159325578355,DKK1,1,17
985.5976614912785,1696.8250089831117,726.8934779767351,DKK2,1,17
452.4901284262986,611.5605461731944,394.6293294994118,AXIN1,1,17
468.5523289246693,672.5454545454545,394.3511959221017,Cyclin D1,1,17
787.9679892658617,1221.8142292490118,630.1593255783557,p-AKT,1,17
386.67404638681234,514.3772906934962,340.2228466867076,phospho-B-catenin,1,17
134.67922177496646,145.0395256916996,130.9107306234479,RNF 43,1,17
437.07274295572165,445.92346388789076,433.85335250294077,AKT,1,17
304.15181138585393,312.29320876751706,301.1904326231865,p-mTOR,1,17
126.11146252635615,129.89399928135106,124.7355901189387,mTOR,1,17
951.3335716328281,1858.201799485861,691.8471864656124,Cyclin E,1,18
721.0607663711753,1214.2474293059126,579.9429937477014,EMMPRIN,1,18
254.8701744352302,329.0893316195373,233.6335049650607,Wnt1,1,18
1474.3700314555333,2861.5192802056554,1077.4586244942993,Non-phospho-B-catenin,1,18
1210.2532170431798,1414.4492287917737,1151.825671202648,APC,1,18
182.99342293394338,200.96143958868893,177.85215152629644,DKK1,1,18
1036.1176722905348,1841.5462724935733,805.656675248253,DKK2,1,18
462.0124392336288,691.0642673521851,396.4727841118058,AXIN1,1,18
551.9269373748928,732.2763496143959,500.32272894446487,Cyclin D1,1,18
797.0413211323992,1107.6606683804628,708.1623758734829,p-AKT,1,18
418.6998856162425,516.008354755784,390.85656491357116,phospho-B-catenin,1,18
152.08407206176722,160.29113110539845,149.73574843692535,RNF 43,1,18
511.73934801258224,508.3997429305913,512.694924604634,AKT,1,18
345.4738347154704,348.8682519280206,344.50257447591025,p-mTOR,1,18
141.61609951386902,141.01863753213368,141.7870540639941,mTOR,1,18
741.2388535031847,1135.6343740881236,576.2292760346722,Cyclin E,1,19
602.176622482355,534.1590312226438,630.6342326944207,EMMPRIN,1,19
161.92236185229817,115.55412897578057,181.3221828836528,Wnt1,1,19
1039.2248235496643,1800.4044353662096,720.7579050177023,Non-phospho-B-catenin,1,19
547.4369943191599,592.014006419609,528.7865950433403,APC,1,19
144.49535203993804,146.71316019842428,143.56745208155291,DKK1,1,19
817.4165949388879,1347.8220017508024,595.5023806617019,DKK2,1,19
412.9639352728525,449.18733586227023,397.80857038212673,AXIN1,1,19
450.0127388535032,515.5763058068281,422.58185813697963,Cyclin D1,1,19
668.952229299363,989.5506273708784,534.8183371993651,p-AKT,1,19
360.00619728008263,423.23606653049313,333.55170308875597,phospho-B-catenin,1,19
120.14365639524875,123.65830172162241,118.67317787815895,RNF 43,1,19
662.7723360302978,925.4073533702947,552.8895128799902,AKT,1,19
327.38844895851264,376.52144733002626,306.8318886582835,p-mTOR,1,19
119.12093303494578,119.09512693317771,119.13172994750336,mTOR,1,19
769.084030125126,1241.6549047282992,609.7993181097368,Cyclin E,1,20
583.2208978236375,803.5671606680781,508.9509990485252,EMMPRIN,1,20
142.71357409713573,168.83956716066808,133.90754836663496,Wnt1,1,20
1116.4382375615253,2018.963537991061,812.2331113225499,Non-phospho-B-catenin,1,20
746.7067544327818,911.4725946836038,691.1707897240723,APC,1,20
148.97687244262588,167.82733474476595,142.62313669521092,DKK1,1,20
881.5775366186325,1480.1785462244177,679.8131144941326,DKK2,1,20
438.68457569827433,566.343919077864,395.65572470662863,AXIN1,1,20
560.0994484967088,822.0054104916491,471.82143989850937,Cyclin D1,1,20
751.3923975567811,1202.6132674664784,599.3039169045354,p-AKT,1,20
410.5993002431359,581.6501999529522,352.94489375198225,phospho-B-catenin,1,20
118.29265255292653,131.32180663373325,113.90104662226452,RNF 43,1,20
830.3120441202633,1213.933192190073,701.0087218522043,AKT,1,20
412.9424776137105,554.4923547400612,365.2316841103711,p-mTOR,1,20
117.66933523097907,133.7842860503411,112.23763082778306,mTOR,1,20
685.5978923102256,1508.891551584078,476.28882693102025,Cyclin E,1,21
443.3695866952083,762.8468724614135,362.1476662536142,EMMPRIN,1,21
137.627202371151,115.34606011372868,143.29182156133828,Wnt1,1,21
1075.076568417586,2311.0568643379365,760.8486162742669,Non-phospho-B-catenin,1,21
691.5556561831055,880.7416734362307,643.4581784386617,APC,1,21
146.77185904824634,151.77091795288382,145.50092936802974,DKK1,1,21
796.1468796311543,1693.686839967506,567.9618959107806,DKK2,1,21
395.34686316482794,536.4662875710804,359.4695373812474,AXIN1,1,21
404.7155442120863,556.5966693744923,366.1022304832714,Cyclin D1,1,21
614.5354026016796,1136.8813972380178,481.7374019000413,p-AKT,1,21
342.33426642516054,475.82900081234766,308.39539446509707,phospho-B-catenin,1,21
122.161534661617,129.13241267262387,120.38930194134655,RNF 43,1,21
630.2205664416268,1072.7384240454915,517.7175753820735,AKT,1,21
322.7792688951095,469.7083671811535,285.42492771581993,p-mTOR,1,21
125.89263955211592,132.10316815597076,124.31371334159438,mTOR,1,21
1084.4748899740762,1835.7337342810279,871.9213396241008,Cyclin E,1,22
1181.987882076325,1236.8715144887917,1166.4596643205198,EMMPRIN,1,22
366.0816904804968,339.6670311645708,373.55518601593315,Wnt1,1,22
1417.5618858141918,2681.7274466921817,1059.8917162966973,Non-phospho-B-catenin,1,22
1048.0355097365407,1112.816566429743,1029.707015237064,APC,1,22
200.6992825706879,193.58665937670858,202.7116559672055,DKK1,1,22
1143.1591005003918,2145.5196828868234,859.5613736561219,DKK2,1,22
716.2034123108458,909.5661563696009,661.4953205971073,AXIN1,1,22
712.0539579188521,830.7077638053581,678.4832546987393,Cyclin D1,1,22
972.9611744136974,1620.4868780754512,789.7568257405832,p-AKT,1,22
449.2836558750829,596.3436303991252,407.67599969061797,phospho-B-catenin,1,22
123.76427322602038,136.06642974302898,120.28362595715059,RNF 43,1,22
999.9778139506843,1487.1342263531985,862.1467244179751,AKT,1,22
460.71513836136734,629.5035538545653,412.9598576842757,p-mTOR,1,22
123.32525471754988,143.43384363039914,117.63593472039601,mTOR,1,22
779.985325422347,1510.9308716187204,584.5462372998106,Cyclin E,1,23
759.1670818424748,968.6004723057106,703.1691062510763,EMMPRIN,1,23
262.2818062412247,225.39072563331902,272.14568624074394,Wnt1,1,23
921.4259250871869,2239.8239587805924,568.9147006486425,Non-phospho-B-catenin,1,23
883.0272657276145,909.655216831258,875.9075254003789,APC,1,23
167.5303682231985,178.5856590811507,164.57442167498996,DKK1,1,23
719.9335114814983,1578.6112065264062,490.341599219333,DKK2,1,23
381.0318402101544,541.6056247316445,338.0978703863154,AXIN1,1,23
407.804474840346,585.9905538857879,360.1613569829516,Cyclin D1,1,23
639.9039358666606,1255.2711464147703,475.368004132943,p-AKT,1,23
356.8066488518502,566.1365392872477,300.83634693760405,phospho-B-catenin,1,23
129.3187191448888,138.28875053671104,126.9203260432811,RNF 43,1,23
722.0121382308981,1214.1386861313867,590.4281040123989,AKT,1,23
414.1781330676208,607.5547445255474,362.4733941794386,p-mTOR,1,23
143.854024185878,160.15650493774152,139.49509213018771,mTOR,1,23
1193.279831932773,2223.816067653277,870.5407194879717,Cyclin E,1,24
1386.2140336134453,1710.5838618745595,1284.6292209225337,EMMPRIN,1,24
409.49243697478994,489.19309372797744,384.5321121165306,Wnt1,1,24
1633.6842016806722,3120.6955602536996,1167.9880821010815,Non-phospho-B-catenin,1,24
1122.3147899159665,1296.5803382663848,1067.7390200838668,APC,1,24
222.8364705882353,209.3505990133897,227.05992054734054,DKK1,1,24
1319.9244537815125,2511.253347427766,946.8289560803355,DKK2,1,24
850.3900840336134,1108.95947850599,769.4123813727654,AXIN1,1,24
738.1773949579832,941.1212121212121,674.6202824983447,Cyclin D1,1,24
1080.505630252101,1780.161028893587,861.3904215404988,p-AKT,1,24
484.5711764705882,640.6455250176181,435.69245199735155,phospho-B-catenin,1,24
124.51781512605042,133.7064834390416,121.64014566320901,RNF 43,1,24
1049.9376470588236,1559.5500352360818,890.3393290664312,AKT,1,24
479.7563025210084,663.2283298097252,422.29728536746853,p-mTOR,1,24
132.16218487394957,152.1553911205074,125.90079452659457,mTOR,1,24
751.1863448091569,2004.5773729194782,441.71910923529737,Cyclin E,1,25
492.32779584019954,855.3650472334683,402.6924529349697,EMMPRIN,1,25
150.09718077762437,149.54408457040037,150.2337424334981,Wnt1,1,25
1195.0967799403197,2978.9631129104814,754.6530793580274,Non-phospho-B-catenin,1,25
704.4293412906961,946.0955915429599,644.7609818403954,APC,1,25
147.95911459493163,165.7199730094467,143.5738879324707,DKK1,1,25
828.3442301696878,2194.31893837157,491.07963569722887,DKK2,1,25
453.139803144346,695.8812415654521,393.2059754539901,AXIN1,1,25
430.79864606066,630.1704903283851,381.5729438551674,Cyclin D1,1,25
593.0567852848171,1368.2474134053082,401.6591325595602,p-AKT,1,25
310.5917249365341,473.39766081871346,270.3942911090132,phospho-B-catenin,1,25
119.31577072106177,127.02451641925326,117.41245071361138,RNF 43,1,25
530.5151204738788,1113.4617633828161,386.5832731715444,AKT,1,25
292.16839620540685,512.1025641025641,237.8657744210585,p-mTOR,1,25
120.55658486616488,145.314889788574,114.44366079857834,mTOR,1,25
956.4218089602705,1641.1391437308869,820.2832387515201,Cyclin E,1,26
1264.4064243448859,1623.5871559633028,1192.9925010133766,EMMPRIN,1,26
358.1377007607777,321.3002038735984,365.4618970409404,Wnt1,1,26
1209.6604395604395,2467.396024464832,959.5918119173085,Non-phospho-B-catenin,1,26
1059.1612848689772,1142.9500509683996,1042.5020267531415,APC,1,26
189.96880811496197,204.21865443425077,187.13558978516417,DKK1,1,26
995.032967032967,1891.3980632008154,816.8136400486421,DKK2,1,26
584.7259509721048,817.4138634046891,538.4618970409404,AXIN1,1,26
678.8009298393914,885.2507645259939,637.7536481556547,Cyclin D1,1,26
826.0256973795435,1347.243628950051,722.3948115119579,p-AKT,1,26
446.06424344885886,602.9627930682976,414.86897040940414,phospho-B-catenin,1,26
145.28309382924766,155.39398572884812,143.2728009728415,RNF 43,1,26
898.0931530008453,1277.1921508664627,822.7189906769355,AKT,1,26
451.7001690617075,584.7660550458716,425.24341305229024,p-mTOR,1,26
151.14150464919695,164.90774719673803,148.40443858937982,mTOR,1,26
1026.4433807439825,2001.927288849479,773.9092109038737,Cyclin E,1,27
606.7336797957695,864.6626025271559,539.9608034433286,EMMPRIN,1,27
174.7358223924143,168.51607182442916,176.34599713055954,Wnt1,1,27
1144.8605944566011,2627.467080469962,761.0420659971305,Non-phospho-B-catenin,1,27
871.3693927789934,1048.1616049656395,825.601262553802,APC,1,27
138.80087527352296,163.2564841498559,132.46978479196557,DKK1,1,27
956.8917304886944,1972.748392817557,693.905824964132,DKK2,1,27
456.2443471918308,642.6962979383728,407.9754949784792,AXIN1,1,27
476.5806436907367,691.6623808468189,420.90008608321375,Cyclin D1,1,27
807.9108315098468,1507.1658168920417,626.8870588235294,p-AKT,1,27
407.40960065645515,601.4701839946797,357.171018651363,phospho-B-catenin,1,27
108.19183078045222,119.25581910884505,105.32757532281205,RNF 43,1,27
836.7204595185996,1421.3214364885835,685.3784218077475,AKT,1,27
396.20578045222464,574.3001551762359,350.10054519368725,p-mTOR,1,27
110.09632567469001,126.79738417202394,105.77274031563844,mTOR,1,27
659.1922779425036,1161.5916344294003,476.5658287924064,Cyclin E,1,28
693.464934897512,729.0751934235976,680.520302337845,EMMPRIN,1,28
219.19717674358643,181.7852998065764,232.7967129548251,Wnt1,1,28
955.1418073997679,1803.1269342359767,646.8919845315521,Non-phospho-B-catenin,1,28
1024.114799535903,936.6177466150871,1055.9207242046054,APC,1,28
177.38287997937346,184.07688588007736,174.94955176656705,DKK1,1,28
721.2454557174166,1278.2715183752418,518.7617331692741,DKK2,1,28
408.89899445661985,486.5377176015474,380.67665670592373,AXIN1,1,28
507.9177517081346,663.3941005802708,451.4007734223941,Cyclin D1,1,28
623.0493103003738,1023.9040135396518,477.33520829671295,p-AKT,1,28
439.67274719608093,453.82785299806574,434.52724556161013,phospho-B-catenin,1,28
139.0614928451721,143.91852030947774,137.29592195464932,RNF 43,1,28
700.4066004898801,1030.6588491295938,580.3570926349095,AKT,1,28
371.4123372437798,453.8268858800774,341.45394621198807,p-mTOR,1,28
145.0600747711744,148.09864603481626,143.9555282123396,mTOR,1,28
928.0959946837431,2134.972042708626,597.5379021086655,Cyclin E,1,29
715.1278016069595,1079.2572351784208,615.3943358473141,EMMPRIN,1,29
268.9798223886909,267.87454341107053,269.2825534862244,Wnt1,1,29
1212.432640608953,3156.3763697667882,679.9949207326458,Non-phospho-B-catenin,1,29
1002.3995046215188,1148.6889575723517,962.3314606741573,APC,1,29
169.61822630338912,183.32649620679967,165.8635908881022,DKK1,1,29
1033.8833746148734,2491.9688114638943,634.5201246729259,DKK2,1,29
567.8449223705672,876.5487496487777,483.2922887486532,AXIN1,1,29
545.5983507521295,782.2094689519528,480.7915961212868,Cyclin D1,1,29
807.3463420528001,1686.6969654397303,566.4960366322919,p-AKT,1,29
400.77112910046515,615.9452093284631,341.83588579344314,phospho-B-catenin,1,29
125.82755391771884,135.44478786175893,123.19343543173773,RNF 43,1,29
768.5263094303148,1457.0323124473166,579.9475142373403,AKT,1,29
458.4443907448801,919.6975273953358,332.10916576881635,p-mTOR,1,29
137.3926780643992,181.3958977240798,125.34038787132523,mTOR,1,29
1088.790251598439,2153.631667225763,938.3855010660981,Cyclin E,1,31
788.3772731047081,1290.248909761825,717.4898365316276,EMMPRIN,1,31
280.8861994519638,352.03857765850387,270.83619995261785,Wnt1,1,31
987.8278668105953,2907.6860114055685,716.6552949538025,Non-phospho-B-catenin,1,31
778.65050236652,1135.4384434753438,728.255579246624,APC,1,31
137.67213318940463,170.5779939617578,133.02430703624734,DKK1,1,31
814.8384123557253,2180.7967125125797,621.9020611229566,DKK2,1,31
410.58278668105953,704.4048976853405,369.08154465766404,AXIN1,1,31
485.2870547205846,737.570613887957,449.65297322909265,Cyclin D1,1,31
